%date;mean temp;max temp;min temp;boden min temp;precip;rH;press;cloud;strahl
724832;   14.50;   17.00;   13.40;   13.40;    6.20;   94.00;  993.50;    8.00;  447.00
724833;   13.90;   16.40;   10.80;   11.00;    3.40;   88.00;  996.30;    7.40;  920.00
724834;   13.50;   15.50;   12.00;   11.80;    5.10;   93.00; 1000.10;    8.00;  285.00
724835;   14.20;   17.70;   11.30;   11.20;    3.70;   90.00; 1004.10;    7.80;  954.00
724836;   14.50;   18.60;   13.30;   13.60;    0.30;   89.00; 1004.60;    5.80; 1357.00
724837;   13.90;   15.60;   11.60;   11.10;    1.10;   88.00; 1006.10;    7.40;  907.00
724838;   13.90;   18.20;   11.40;   11.50;    0.00;   80.00; 1005.20;    7.00; 1171.00
724839;   13.90;   18.20;   10.00;    8.30;    0.00;   78.00; 1007.00;    6.40; 1539.00
724840;   13.50;   17.50;   11.70;   11.40;    0.60;   80.00; 1008.60;    6.60; 1119.00
724841;   13.70;   16.60;    9.70;    7.90;    0.00;   79.00; 1007.90;    5.40; 1437.00
724842;   15.00;   17.10;    9.20;    6.80;    0.00;   80.00; 1004.90;    7.40; 1254.00
724843;   14.90;   17.20;   12.90;   12.90;    0.00;   80.00; 1004.00;    7.40;  840.00
724844;   14.80;   18.60;   10.90;    9.70;    0.10;   74.00; 1006.50;    7.40; 1430.00
724845;   15.40;   17.00;   11.50;   11.00;    0.60;   80.00; 1006.10;    7.20;  941.00
724846;   17.00;   21.60;   14.10;   14.10;    0.00;   86.00; 1004.00;    5.00; 1164.00
724847;   22.30;   28.20;   13.90;   10.50;    0.00;   63.00; 1004.60;    1.40; 2128.00
724848;   24.50;   32.00;   14.80;   13.60;    0.00;   59.00; 1004.30;    4.00; 1921.00
724849;   18.80;   25.10;   16.90;   16.50;    6.90;   88.00; 1005.70;    6.60; 1441.00
724850;   17.50;   23.20;   13.80;   14.20;    0.00;   73.00; 1007.90;    5.60; 2187.00
724851;   22.40;   28.80;   15.80;   12.80;    0.00;   63.00; 1005.50;    4.20; 1941.00
724852;   22.30;   29.80;   15.90;   14.20;    0.90;   70.00; 1006.20;    4.60; 1998.00
724853;   18.50;   23.60;   17.10;   17.10;    7.90;   93.00; 1005.40;    5.00;  921.00
724854;   15.70;   21.50;   11.90;   10.60;    0.00;   84.00; 1007.80;    4.00; 1762.00
724855;   16.60;   22.50;   10.00;    7.70;    0.00;   74.00; 1009.30;    6.20; 2197.00
724856;   17.50;   22.00;   14.10;   13.10;    0.60;   81.00; 1007.30;    7.40; 1082.00
724857;   19.20;   23.80;   15.60;   15.30;   10.60;   85.00; 1007.40;    7.20; 1150.00
724858;   17.40;   18.70;   15.90;   15.00;    4.30;   96.00; 1004.60;    8.00;  473.00
724859;   18.30;   20.30;   16.00;   15.90;    0.70;   92.00; 1001.10;    7.80;  623.00
724860;   17.60;   23.50;   15.00;   14.20;    0.00;   74.00; 1005.40;    4.00; 2106.00
724861;   17.90;   24.30;   12.60;   10.70;    0.00;   69.00; 1005.30;    2.20; 2079.00
724862;   17.40;   25.40;   11.70;    9.30;    1.80;   78.00; 1002.30;    4.20; 1889.00
724863;   15.60;   20.10;   12.20;   10.30;    0.00;   85.00; 1004.80;    6.60; 1209.00
724864;   15.60;   21.40;   11.90;    9.50;    0.00;   80.00; 1005.90;    5.40; 1651.00
724865;   14.20;   20.10;    8.60;    6.80;    0.00;   77.00; 1008.20;    4.20; 1587.00
724866;   15.50;   20.60;    9.30;    7.40;    0.00;   76.00; 1011.10;    6.20; 1664.00
724867;   17.40;   22.80;   11.80;    9.80;    0.00;   75.00; 1012.30;    3.40; 1803.00
724868;   19.00;   26.00;   12.30;   10.20;    0.00;   70.00; 1010.00;    0.20; 1934.00
724869;   19.70;   26.70;   14.20;   10.90;    0.00;   70.00; 1008.20;    3.00; 1834.00
724870;   19.80;   27.80;   13.90;   12.50;    0.00;   72.00; 1005.20;    2.20; 1808.00
724871;   20.00;   28.20;   13.30;   12.00;    0.00;   68.00; 1003.00;    2.40; 1863.00
724872;   20.80;   28.20;   14.10;   12.00;    0.00;   69.00;  997.10;    1.00; 1972.00
724873;   21.20;   28.60;   14.80;   12.80;    5.30;   72.00;  996.50;    4.80; 1624.00
724874;   16.30;   23.00;   13.20;   12.50;    0.00;   70.00; 1002.60;    3.00; 1852.00
724875;   15.40;   23.00;    8.10;    5.40;    0.00;   62.00; 1007.80;    0.20; 2121.00
724876;   17.90;   26.20;    8.80;    6.00;    0.00;   59.00; 1007.70;    2.40; 2024.00
724877;   19.00;   25.80;   11.40;    9.20;    0.00;   62.00; 1004.90;    0.60; 1864.00
724878;   19.10;   24.60;   14.80;   12.50;    0.00;   75.00; 1003.50;    5.60; 1295.00
724879;   20.60;   24.60;   16.20;   13.40;    2.60;   71.00; 1001.80;    4.80; 1507.00
724880;   17.20;   22.50;   15.40;   15.20;    6.90;   87.00; 1000.60;    7.80;  743.00
724881;   16.50;   21.00;   11.40;   11.40;    0.00;   83.00; 1004.80;    4.00; 1298.00
724882;   19.50;   25.20;   14.30;   13.30;    0.20;   72.00;  997.80;    5.60; 1013.00
724883;   18.60;   23.60;   16.10;   14.20;    0.60;   77.00;  993.10;    6.60;  941.00
724884;   12.30;   18.40;   10.50;   10.90;    2.00;   78.00;  997.00;    7.20;  849.00
724885;   13.00;   14.70;    9.70;    8.70;   11.80;   96.00; 1002.80;    8.00;  181.00
724886;   12.00;   16.20;    9.70;   10.20;    4.40;   88.00; 1005.20;    7.20;  915.00
724887;   11.10;   14.80;    6.20;    4.50;    0.30;   84.00;  999.50;    7.40;  748.00
724888;   11.60;   12.70;    8.90;    8.40;    7.00;   97.00;  989.00;    8.00;  312.00
724889;   11.90;   14.40;    9.50;    8.70;    2.10;   92.00;  982.90;    7.40;  667.00
724890;   12.20;   15.40;   10.50;   10.50;    1.60;   83.00;  996.00;    7.80;  834.00
724891;   11.90;   15.80;    9.40;    8.40;    0.00;   77.00;  999.00;    5.00; 1273.00
724892;   11.20;   16.70;    7.50;    6.20;    0.00;   78.00; 1004.80;    4.20; 1438.00
724893;   15.80;   21.70;    8.10;    6.00;    0.00;   80.00; 1000.00;    6.20; 1221.00
724894;   14.10;   16.60;   12.30;   11.40;    2.30;   83.00; 1000.80;    7.80;  365.00
724895;   14.20;   19.40;   10.70;   10.00;    0.00;   75.00; 1003.60;    5.40; 1396.00
724896;   12.70;   19.00;    8.70;    6.60;    0.00;   83.00; 1000.80;    3.40; 1198.00
724897;   12.40;   16.80;    8.10;    4.60;    0.00;   86.00;  998.20;    6.20;  974.00
724898;   13.60;   17.00;    7.60;    3.70;    0.00;   83.00;  994.70;    7.00;  875.00
724899;   12.50;   17.30;    9.00;    5.30;    0.00;   80.00;  997.30;    4.60; 1144.00
724900;   15.30;   20.60;   10.70;    9.10;    0.20;   75.00;  991.90;    5.40; 1243.00
724901;   10.50;   15.10;    8.90;    8.50;    0.20;   82.00;  991.30;    4.60; 1031.00
724902;    8.80;   12.20;    6.00;    5.00;    0.80;   93.00;  984.60;    6.20;  413.00
724903;    9.80;   14.70;    5.00;    1.40;    2.30;   89.00;  986.30;    6.40; 1003.00
724904;    9.70;   14.50;    5.80;    3.60;    0.60;   86.00;  993.70;    6.20;  761.00
724905;   10.10;   13.20;    7.30;    5.10;    3.80;   90.00;  993.50;    7.80;  569.00
724906;   11.80;   14.60;    9.00;    8.60;    0.30;   88.00; 1001.10;    7.40;  695.00
724907;   11.30;   15.90;    9.30;    7.70;    0.00;   85.00; 1003.50;    5.60;  898.00
724908;   12.00;   17.90;    7.90;    5.20;    0.00;   83.00; 1001.00;    3.20; 1102.00
724909;   12.80;   15.90;    7.40;    6.50;    3.80;   98.00;  999.50;    6.60;  336.00
724910;   15.50;   21.40;   11.50;   10.50;    0.00;   86.00;  993.00;    5.00; 1068.00
724911;   11.90;   15.90;    9.50;    7.10;   13.60;   97.00;  989.10;    7.00;  410.00
724912;   11.50;   17.20;    8.40;    7.00;    0.00;   86.00;  995.30;    6.60; 1119.00
724913;   10.80;   16.70;    8.60;    6.40;    0.00;   91.00;  993.00;    3.80;  802.00
724914;    9.90;   12.80;    8.10;    5.20;    0.30;   97.00;  985.40;    5.00;  242.00
724915;   11.30;   15.00;    6.90;    5.00;    0.40;   86.00;  995.10;    6.60;  726.00
724916;   10.20;   14.40;    7.90;    6.30;    0.90;   84.00; 1007.70;    6.20;  933.00
724917;   11.10;   14.10;    6.40;    4.90;    0.20;   86.00; 1007.20;    5.60;  832.00
724918;   13.10;   15.50;   10.70;    9.90;    4.70;   96.00; 1008.40;    8.00;  176.00
724919;   12.60;   16.20;    9.30;    5.70;    0.00;   89.00; 1013.30;    5.00;  836.00
724920;   13.30;   16.50;   11.60;   10.50;    0.00;   93.00; 1008.90;    5.00;  389.00
724921;    9.10;   12.90;    7.80;    5.80;    0.00;   93.00; 1010.00;    4.20;  542.00
724922;    9.40;   13.60;    5.70;    3.50;    0.00;   85.00; 1014.30;    6.20;  966.00
724923;   13.00;   14.40;    8.40;    5.50;    0.40;   91.00; 1010.90;    7.80;  248.00
724924;    9.60;   14.00;    7.00;    8.30;    0.00;   81.00; 1011.10;    3.00;  708.00
724925;    6.90;    9.50;    4.90;    1.50;    0.00;   98.00; 1015.50;    5.40;  368.00
724926;    9.70;   15.40;    2.80;    1.60;    0.00;   81.00; 1004.30;    3.80;  907.00
724927;   13.30;   14.50;    7.90;    4.10;    0.30;   81.00;  993.80;    7.80;  420.00
724928;   14.40;   17.50;    8.40;    5.80;    0.10;   79.00;  992.00;    6.40;  697.00
724929;   11.00;   16.10;    8.70;   10.90;    3.30;   79.00;  992.20;    6.60;  575.00
724930;    9.20;   10.90;    6.60;    5.30;    0.10;   82.00; 1001.60;    5.60;  353.00
724931;    8.70;   11.80;    3.60;    2.00;    7.10;   86.00; 1003.00;    7.40;  502.00
724932;   11.90;   14.90;    9.40;    9.20;    1.20;   88.00;  996.70;    8.00;  248.00
724933;    9.70;   13.30;    7.80;    5.30;    0.00;   87.00; 1005.30;    7.80;  571.00
724934;   11.60;   15.00;    6.00;    4.40;    1.10;   93.00;  997.20;    5.00;  381.00
724935;    9.40;   14.50;    6.50;   10.30;    5.70;   95.00;  998.80;    5.40;  145.00
724936;    5.70;   11.40;    4.00;    0.50;    3.40;   98.00; 1010.70;    4.60;  591.00
724937;    5.70;   11.20;    1.60;   -3.00;    0.00;   91.00; 1018.40;    1.80;  781.00
724938;    9.60;   11.00;    4.00;    2.20;    0.00;   87.00; 1015.80;    7.40;  359.00
724939;   12.30;   18.20;   10.10;    9.50;    0.00;   84.00; 1015.40;    3.80;  528.00
724940;    8.50;   14.50;    4.40;    1.60;    0.00;   80.00; 1012.20;    0.00;  682.00
724941;    7.80;   13.50;    0.60;   -2.10;    0.00;   86.00; 1010.50;    0.00;  663.00
724942;    4.60;    9.70;    0.20;   -1.50;    0.00;   94.00; 1006.20;    0.80;  507.00
724943;    6.60;   10.40;    1.00;   -1.00;    0.90;   87.00; 1003.50;    2.40;  639.00
724944;    7.70;    8.70;    6.30;    0.80;    0.00;   98.00; 1002.10;    8.00;  120.00
724945;    4.50;    8.10;    2.60;    0.50;    0.00;   91.00;  997.60;    7.80;  335.00
724946;    3.60;    8.00;   -0.90;   -2.40;    0.00;   87.00;  996.70;    3.20;  500.00
724947;    5.20;    9.40;    0.30;   -1.50;    0.00;   92.00;  998.60;    3.00;  462.00
724948;    4.00;    7.20;   -0.60;   -1.90;    0.00;   98.00; 1002.30;    5.40;  395.00
724949;    4.70;    5.40;    3.20;    3.40;    0.00;  100.00; 1003.10;    8.00;  104.00
724950;    6.50;    7.30;    5.20;    4.40;    0.00;   91.00; 1009.70;    8.00;   96.00
724951;    4.10;    6.80;    2.70;    3.40;    0.00;   78.00; 1014.40;    7.40;  400.00
724952;    1.70;    6.50;   -1.60;   -3.20;    0.00;   85.00; 1009.90;    0.20;  587.00
724953;    1.20;    7.40;   -2.00;   -4.50;    0.00;   69.00; 1006.60;    2.40;  554.00
724954;    0.20;    4.50;   -4.00;   -7.00;    0.00;   67.00; 1001.10;    1.40;  493.00
724955;    0.70;    2.80;   -2.50;   -4.30;    0.20;   65.00;  995.20;    3.80;  417.00
724956;   -1.70;    1.30;   -3.40;   -2.90;    0.00;   78.00;  996.10;    8.00;  118.00
724957;   -0.40;    0.40;   -1.90;   -2.50;    2.90;   87.00;  995.70;    8.00;   48.00
724958;   -1.40;    0.40;   -2.10;   -1.30;    4.10;   95.00;  996.00;    8.00;  105.00
724959;    0.50;    1.50;   -2.10;   -2.40;    0.00;   92.00;  996.00;    8.00;   99.00
724960;    1.80;    2.80;    0.20;   -0.30;    0.40;   96.00;  998.10;    8.00;  131.00
724961;    5.10;    6.50;    1.20;   -0.50;    1.40;   94.00;  993.80;    8.00;  201.00
724962;    6.30;    7.60;    3.10;    0.00;   13.10;   98.00;  988.30;    6.40;  148.00
724963;   10.50;   12.30;    7.20;    6.50;   19.70;   82.00;  978.40;    7.40;  188.00
724964;    8.50;   12.80;    6.90;    6.70;    1.70;   83.00;  982.30;    5.80;  193.00
724965;    8.20;   10.90;    5.80;    4.00;    0.70;   80.00;  996.80;    5.80;  270.00
724966;    5.60;    8.40;    4.40;    2.00;    0.10;   94.00; 1004.50;    6.40;  167.00
724967;    4.60;    7.60;    2.70;   -0.50;    0.00;   91.00; 1015.40;    5.40;  257.00
724968;    4.10;    6.20;    0.90;   -1.20;    0.00;   78.00; 1008.80;    7.20;  201.00
724969;    4.50;    8.30;    0.80;   -2.10;    0.00;   87.00; 1009.40;    4.80;  359.00
724970;   -0.10;    4.40;   -1.90;   -3.50;    0.00;   89.00; 1005.90;    0.60;  368.00
724971;   -0.70;    2.90;   -3.00;   -6.10;    0.00;   94.00;  999.60;    0.20;  332.00
724972;    2.10;    6.50;   -2.10;   -4.40;    0.00;   92.00; 1001.40;    1.80;  377.00
724973;    2.50;    3.50;   -1.70;   -4.80;    0.00;   97.00; 1010.00;    5.40;   79.00
724974;    1.20;    3.50;   -1.60;   -2.70;    0.10;   94.00; 1013.00;    5.40;  194.00
724975;    1.60;    3.40;    0.80;    0.60;    0.00;   95.00; 1014.70;    8.00;   50.00
724976;    1.70;    2.10;   -0.30;    0.50;    0.20;   95.00; 1011.70;    5.80;  139.00
724977;    2.50;    6.40;    0.50;   -1.10;    0.00;   91.00; 1018.60;    1.80;  351.00
724978;    0.60;    2.10;   -3.50;   -5.20;    0.10;   96.00; 1017.80;    7.80;   91.00
724979;    5.00;    6.30;    1.70;    0.40;    1.40;   95.00; 1010.50;    7.40;   64.00
724980;    6.60;    7.60;    4.40;    3.90;    5.10;   96.00; 1008.90;    8.00;   32.00
724981;    5.70;    8.10;    3.50;    5.90;    0.00;   90.00; 1010.60;    5.40;  191.00
724982;   -0.80;    3.70;   -2.20;   -4.00;    0.00;   99.00; 1014.10;    8.00;  148.00
724983;   -2.50;   -1.50;   -3.10;   -3.00;    0.00;   94.00; 1008.70;    6.20;   65.00
724984;   -2.60;   -0.90;   -4.00;   -5.70;    0.00;   86.00; 1008.50;    6.40;  173.00
724985;   -4.20;   -2.20;   -5.90;   -6.70;    0.00;   86.00; 1013.00;    4.20;  197.00
724986;   -4.70;   -3.50;   -6.80;   -8.30;    0.50;   89.00; 1008.50;    8.00;   85.00
724987;   -3.60;   -2.80;   -5.30;   -5.60;    1.70;   90.00; 1001.50;    8.00;   63.00
724988;    2.60;    4.30;   -3.20;   -5.60;    5.80;   97.00; 1000.30;    8.00;   95.00
724989;    0.10;    2.40;   -1.70;   -3.80;    1.00;   96.00; 1011.70;    0.80;  275.00
724990;    4.30;    6.60;   -0.50;   -2.50;    8.40;   94.00; 1008.20;    7.80;  171.00
724991;    4.30;    6.30;    2.10;    3.20;    8.80;   94.00;  999.80;    7.80;  105.00
724992;    2.20;    4.70;    0.60;   -1.30;    0.30;   96.00; 1014.60;    4.60;   79.00
724993;    1.50;    3.10;   -1.10;   -3.50;    0.00;   87.00; 1014.00;    5.00;  320.00
724994;   -1.40;    2.70;   -2.80;   -3.90;    0.00;   86.00; 1008.20;    0.00;  342.00
724995;   -3.10;   -0.70;   -5.60;   -7.70;    0.00;   90.00; 1002.90;    5.00;  245.00
724996;   -1.70;   -0.70;   -4.40;   -6.30;    0.30;   90.00; 1002.00;    6.40;  138.00
724997;   -3.80;   -2.00;   -4.30;   -4.30;    0.60;   86.00; 1006.70;    8.00;   46.00
724998;   -4.10;   -3.60;   -6.30;   -5.20;    0.60;   87.00; 1019.70;    8.00;   33.00
724999;   -1.80;   -1.00;   -4.70;   -5.40;    2.10;   94.00; 1024.10;    8.00;  106.00
725000;   -2.90;   -1.00;   -3.60;   -4.20;    0.10;   93.00; 1025.50;    8.00;   75.00
725001;   -3.80;   -3.00;   -4.90;   -4.80;    2.00;   88.00; 1016.70;    8.00;  166.00
725002;   -3.10;   -1.80;   -4.40;   -4.60;    1.90;   95.00;  995.70;    8.00;   71.00
725003;   -4.90;   -2.80;   -7.10;   -6.30;    1.20;   87.00;  994.60;    8.00;  140.00
725004;   -7.30;   -4.10;  -10.30;  -11.00;    1.90;   87.00;  992.60;    7.00;  176.00
725005;   -7.90;   -5.70;  -11.00;  -15.00;    2.10;   93.00;  990.30;    8.00;  228.00
725006;   -9.80;   -5.90;  -12.50;  -20.00;    0.10;   82.00;  998.40;    3.20;  347.00
725007;  -13.90;  -10.30;  -15.80;  -23.30;    0.00;   84.00;  999.40;    4.60;  334.00
725008;  -15.80;  -11.60;  -20.30;  -25.60;    0.00;   86.00; 1001.40;    4.60;  352.00
725009;  -10.70;   -6.10;  -16.20;  -23.40;    0.60;   89.00; 1002.60;    5.40;  161.00
725010;  -12.00;   -9.70;  -17.60;  -23.50;    0.10;   87.00; 1002.40;    3.80;  245.00
725011;   -7.80;   -6.90;  -11.60;  -17.90;    0.10;   86.00; 1007.30;    7.80;  257.00
725012;   -7.40;   -6.30;   -8.70;  -11.60;    1.90;   91.00; 1012.90;    8.00;  148.00
725013;   -8.50;   -4.80;  -11.20;  -11.60;    0.50;   90.00; 1009.10;    5.40;  275.00
725014;  -11.60;   -7.60;  -14.70;  -23.90;    1.00;   87.00; 1016.20;    5.40;  204.00
725015;  -11.10;  -10.40;  -15.70;  -23.90;    1.10;   83.00; 1013.90;    8.00;  233.00
725016;   -9.00;   -7.40;  -12.30;  -22.40;    0.00;   80.00; 1015.60;    7.40;  183.00
725017;   -9.30;   -5.70;  -11.30;  -13.70;    0.00;   80.00; 1015.10;    1.00;  362.00
725018;  -10.80;   -7.80;  -14.60;  -17.60;    0.00;   79.00; 1004.30;    5.40;  329.00
725019;   -5.70;   -2.50;  -10.40;  -11.40;    0.00;   82.00;  993.10;    7.80;  212.00
725020;   -7.60;   -4.60;   -9.20;  -14.00;    0.00;   84.00;  994.10;    2.40;  280.00
725021;   -6.40;   -0.70;  -10.00;  -16.00;    0.00;   85.00;  997.20;    6.20;  446.00
725022;   -3.00;   -0.60;   -9.80;  -13.90;    0.40;   87.00;  990.60;    8.00;  184.00
725023;    3.80;    4.60;   -1.00;   -3.30;    1.90;   93.00;  981.00;    8.00;  158.00
725024;    2.10;    4.50;    0.40;   -0.10;    0.00;   83.00;  988.30;    6.60;  448.00
725025;    0.10;    2.10;   -1.40;   -3.80;    6.20;   75.00;  992.10;    4.80;  372.00
725026;    1.30;    2.60;   -1.00;   -2.60;    5.70;   96.00;  986.40;    8.00;   59.00
725027;    1.60;    4.40;   -0.20;   -0.30;    2.10;   97.00;  979.30;    8.00;  115.00
725028;   -2.50;    1.70;   -3.20;   -1.80;    0.30;   80.00;  999.30;    8.00;  131.00
725029;   -2.90;   -0.20;   -4.50;   -7.30;    0.00;   81.00; 1007.70;    3.00;  365.00
725030;    0.00;    3.50;   -6.40;  -11.60;    5.90;   78.00; 1007.90;    5.40;  398.00
725031;    3.70;    6.00;    1.40;   -1.00;    0.70;   93.00; 1004.30;    7.00;  267.00
725032;    4.10;    6.20;    1.50;   -0.30;    1.70;   92.00;  997.80;    6.20;  197.00
725033;    6.40;    8.40;    2.90;    0.40;    7.00;   90.00;  993.40;    7.80;   55.00
725034;    5.20;    7.60;    4.30;    4.30;    7.50;   89.00;  992.90;    7.00;  172.00
725035;   -2.40;    4.40;   -3.50;   -4.40;    0.00;   59.00; 1013.10;    1.00;  566.00
725036;   -1.50;    1.30;   -5.90;   -8.70;    0.40;   67.00; 1016.00;    7.80;  463.00
725037;    3.20;    4.50;   -0.70;   -1.30;    3.70;   96.00; 1002.00;    8.00;  184.00
725038;    0.80;    3.60;    0.00;    0.90;    1.20;   94.00;  999.70;    8.00;  176.00
725039;   -4.10;    0.10;   -5.80;   -4.00;    0.00;   76.00; 1007.20;    5.40;  599.00
725040;   -6.20;   -3.30;   -8.70;  -10.80;    0.00;   76.00; 1006.80;    6.20;  546.00
725041;   -7.50;   -5.30;   -8.50;   -7.80;    0.00;   80.00;  998.30;    4.00;  349.00
725042;   -8.10;   -4.90;  -10.50;  -11.70;    0.00;   76.00; 1001.90;    4.80;  597.00
725043;  -13.10;   -8.00;  -14.50;  -17.10;    0.00;   72.00; 1006.30;    0.80;  659.00
725044;  -12.40;   -7.00;  -17.60;  -19.90;    0.00;   76.00; 1007.40;    0.00;  758.00
725045;   -9.50;   -2.50;  -17.60;  -18.40;    0.00;   72.00; 1002.80;    0.00;  796.00
725046;   -7.60;   -2.70;  -13.70;  -15.40;    1.00;   67.00;  998.70;    1.40;  689.00
725047;   -8.20;   -6.50;  -13.40;  -13.20;    0.00;   67.00; 1010.00;    4.00;  836.00
725048;   -4.30;    0.10;  -12.70;  -16.90;    0.10;   78.00; 1015.90;    7.40;  424.00
725049;   -6.80;   -0.20;   -8.30;  -10.60;    0.10;   81.00; 1017.70;    3.20;  603.00
725050;   -7.90;   -3.20;   -9.60;  -13.60;    0.00;   72.00; 1020.70;    4.60;  674.00
725051;   -6.70;   -2.00;  -10.70;  -14.60;    0.00;   64.00; 1021.90;    1.80;  898.00
725052;   -4.50;    0.30;  -13.10;  -17.50;    1.00;   61.00; 1023.10;    4.00;  812.00
725053;   -1.60;    0.50;   -3.40;   -3.90;    3.80;   93.00; 1014.80;    8.00;  176.00
725054;   -4.40;   -0.50;   -6.10;  -10.70;    0.00;   80.00; 1022.20;    5.80;  729.00
725055;   -1.30;    0.50;   -6.10;  -11.90;    2.50;   81.00; 1018.90;    7.40;  713.00
725056;    3.40;    4.00;   -0.50;   -3.40;    0.70;   99.00; 1015.90;    8.00;  126.00
725057;    3.20;    5.30;    1.90;    2.00;    0.00;  100.00; 1017.90;    8.00;  233.00
725058;    1.60;    5.10;    0.50;    0.50;    0.00;   93.00; 1015.40;    6.40;  292.00
725059;    2.70;    7.80;   -1.10;   -2.30;    0.00;   90.00; 1014.60;    3.80;  717.00
725060;   -0.60;    2.40;   -1.50;   -3.70;    0.20;   99.00; 1012.80;    8.00;  112.00
725061;    0.20;    1.50;   -1.40;   -1.40;    0.30;   90.00; 1008.60;    7.80;  319.00
725062;    3.30;    5.90;   -0.20;   -0.50;    0.80;   97.00; 1002.70;    7.80;  305.00
725063;    3.80;   10.40;   -1.00;   -2.50;    0.00;   88.00; 1005.10;    3.00;  979.00
725064;    3.00;    8.50;   -2.00;   -3.50;    0.00;   85.00; 1004.70;    7.40;  919.00
725065;    4.20;    8.10;    0.10;   -0.30;    0.00;   84.00; 1012.50;    7.40;  721.00
725066;    3.00;    4.40;    1.90;   -2.00;    0.00;   93.00; 1017.20;    8.00;  154.00
725067;    3.50;    6.40;    1.90;    1.00;    0.20;   93.00; 1016.90;    7.80;  273.00
725068;    2.20;    3.90;    0.90;    0.90;    0.00;   90.00; 1021.70;    7.80;  452.00
725069;    0.30;    2.30;   -0.70;   -0.50;    0.50;   86.00; 1024.60;    8.00;  459.00
725070;   -0.20;    2.10;   -1.70;   -2.00;    0.00;   82.00; 1023.10;    8.00;  385.00
725071;    0.00;    5.20;   -4.10;   -6.00;    0.00;   79.00; 1020.80;    1.40; 1026.00
725072;   -0.10;    4.50;   -4.60;   -7.10;    0.00;   78.00; 1021.10;    0.00; 1132.00
725073;    2.30;    9.80;   -3.60;   -6.40;    0.00;   80.00; 1008.40;    1.40; 1166.00
725074;    2.40;    8.00;   -2.70;   -5.70;    0.30;   80.00;  996.90;    5.80;  978.00
725075;    1.40;    6.70;   -0.50;   -2.50;    0.20;   83.00;  994.40;    6.20;  764.00
725076;    1.10;    4.00;   -2.40;   -5.20;    0.70;   94.00;  990.60;    7.40;  505.00
725077;    0.80;    2.40;   -0.70;   -2.10;    0.00;   90.00;  992.50;    8.00;  544.00
725078;    0.20;    1.50;   -0.50;   -0.50;    8.20;   90.00;  997.40;    8.00;  208.00
725079;    1.60;    2.50;   -0.50;   -0.50;    1.20;   94.00;  998.00;    8.00;  325.00
725080;    2.30;    3.10;    1.20;    0.10;    3.60;   92.00;  993.50;    8.00;  245.00
725081;    5.50;   10.20;    1.00;    1.20;    0.00;   81.00;  987.60;    7.80; 1007.00
725082;    7.20;   11.50;    2.50;   -0.50;    0.00;   83.00;  986.20;    6.40;  575.00
725083;    8.30;   15.00;    4.00;    1.50;    0.00;   81.00;  990.40;    7.40;  850.00
725084;    6.10;   12.60;    0.50;   -2.70;    0.00;   74.00;  994.10;    3.00; 1050.00
725085;    6.00;   11.60;    0.90;   -3.00;    0.00;   79.00;  996.50;    3.00; 1232.00
725086;    7.70;   13.50;    3.90;    1.00;    2.80;   80.00;  990.50;    6.20;  696.00
725087;    5.80;   11.30;    2.60;    2.10;    2.40;   83.00;  986.80;    7.40;  660.00
725088;    1.50;    5.20;   -0.70;   -1.90;    3.00;   79.00;  994.40;    7.20; 1100.00
725089;    2.50;    4.70;   -2.10;   -2.90;    2.60;   88.00;  995.60;    8.00;  565.00
725090;    8.70;   10.60;    1.50;    0.70;    0.50;   77.00;  993.50;    8.00;  480.00
725091;    8.70;   12.40;    7.50;    6.50;    1.90;   91.00;  994.80;    8.00;  355.00
725092;    9.40;   11.20;    4.90;    1.80;    3.30;   95.00; 1001.20;    8.00;  546.00
725093;    9.60;   15.60;    8.50;    7.10;    5.70;   90.00;  999.90;    7.40;  638.00
725094;   11.30;   15.50;    6.50;    6.50;    0.00;   74.00; 1007.10;    6.20; 1277.00
725095;   16.50;   24.00;    8.20;    6.90;    0.00;   64.00;  996.60;    5.80; 1757.00
725096;   17.60;   25.70;   11.00;    8.30;    0.00;   55.00;  990.10;    4.80; 1734.00
725097;   10.60;   16.50;    9.10;    7.50;    0.00;   86.00;  988.70;    5.80;  722.00
725098;    8.40;   11.10;    7.10;    3.20;    1.40;   87.00;  992.30;    5.80;  362.00
725099;    9.80;   16.80;    5.90;    4.00;    1.50;   83.00;  985.10;    4.80; 1015.00
725100;    9.80;   15.00;    5.10;    3.00;    0.00;   71.00;  986.60;    4.60; 1359.00
725101;    7.60;   12.90;    5.20;    2.50;    4.00;   92.00;  995.60;    8.00; 1217.00
725102;    8.00;   12.30;    4.70;    4.50;    3.00;   84.00;  996.00;    5.00; 1137.00
725103;    7.80;   12.50;    5.50;    5.10;    1.40;   77.00;  991.90;    5.60; 1083.00
725104;    5.00;   10.60;    4.40;    2.60;    4.50;   96.00;  988.90;    6.20;  748.00
725105;    6.50;   11.50;    2.80;    1.50;    1.50;   87.00;  990.90;    5.00; 1225.00
725106;    6.80;    8.70;    4.90;    4.50;    2.00;   87.00; 1002.30;    8.00;  484.00
725107;    5.40;   10.50;    3.50;    4.50;    0.90;   82.00; 1012.30;    4.60;  977.00
725108;    8.40;   16.50;    0.60;   -2.70;    0.00;   75.00; 1020.40;    0.80; 1944.00
725109;   11.00;   17.40;    3.30;   -0.10;    0.00;   71.00; 1017.60;    1.80; 2025.00
